,Review,Harga,Kemasan,Efektivitas,Aroma
1003,"Aku coba produk ini karena yang varian strawberry nya lagi abis huhu, dia juga lumayan ngangkat komedo tapi nggak seampuh varian strawberry menurutku, cuma yang varian strawberry agak sakit gitu waktu diangkat maskernya.",0,0,1,0
1004,"Suka sama hasil akhirnya masker ini. Jadi buat muka lebih ringan gitu, komedo juga lumayan terangkat yak, baunya aku suka, harganya masih terjangkau dan mudah di dapet...................................",1,0,1,1
1005,Enak banget buat ngebersihin komedo bisa mengatasi komedo di sekitar wajah tp emg agak sedikit sakit pas proses pencabutanya dan kadang bulu halus dimuka kdang kecabut tp emg enak kalo udh pakai lebih bersih muka kelihatanya gada proses breakout,0,0,1,0
1006,"baunya enak banget, ini juga awet banget di aku jadi satu sachet bisa dipake 3 kali buat seluruh wajah. Lumayan angkat komedo wlopun gak semuanya dan pas ditarik rasanya lumayan sakit. Tapi setelah itu muka berasa lebih kencang dan bersihh",0,0,1,1
1007,Wkwkwk masker ini bagus bangettt ketarik nya lumayan kenceng.. dulu sampe nangis gr gr sakit narik nya😂😂mungkin karna lama gak pake masker peel off jd gitu deh.. harga nya lumayan murah buat isi segitu.. bisa dipake semingguan lebih hehe dan dingin banget diwajah👍🏻,1,0,1,0
1008,pore pack ini ada tiga stap. emang agak sedikit rempong sih harus 3x pake dalam 1 pemakaian. tapi menurut aku lumayan lah bisa angkat komedo. dan harganya juga pas di kantong. terus hasil yang didapat itu puas,0,0,1,0
1009,"produk ini ada 3 type, pertama yg untuk ngebuka pori"",trus porepack untuk ngangkat komedo nya,yg terakhir buat bantu nutup pori"". menurutku yg paling works adalah yg ngebuka pori"" nya. karna jadi gampang bgt buat ngangkat komedo nya. lumayan keangkat dengan baik",0,0,1,0
1010,Ini pore pack terdabessttt yang pernah aku pake sih. Dia ngangkatnya banyaaaakkkk banget walaupun pas ditarik sakitnya minta ampun tapi pas liat hasilnya uuhhhh puwaaaaasss 🥰 cuma kadang betenya tuh kalo pas narik ada item2nya nempel diidung yang ga ikut ketarik,0,0,1,0
1011,cukup ngangkat komedo di idung banyak bgt meskipun ditariknya smpe kluar air mata tapi hasilny oke bgt sih!! jadi ya worth it jugaa soalnya jga ada 3 stepsnya kan so definitely will repurchase tpi jg mw cobain 3 steps merek lain buat comparison,0,0,1,0
1012,"baru pertama kali pake vienna ini, pas pake step 1 rada perih stlh 15 menit tbtb dihidung MEMERAH?!?!?!?! panik langsung cuci muka trs pake sheetmask siapa tau ngilangin merahnya. ilang sih tp bingung kok bisa MERAH 😭😭😭",0,0,-1,0
1013,"Packagingnya imuuut.. adanya 3 step buat porepack ini menarik, dulu sempet bucin sama porepack ini waktu itu berasa beda aja dari yang lain. Tapi seperti porepack lainnya yang ada di mini market.. This porepack doesn't work on me",0,1,-1,0
1014,aku cocok pakai produk ini.komedo baik yang putih maupun yang hitam bisa keangkat semua.untuk harga agak mahal tapi setara dengan hasil.saranku sebelum pakai ini..hidung dikompres dulu pakai air hangat.biar terbuka semua pori-porinya.jadi nanti bisa keangkat semua,-1,0,1,0
1015,"Beli ini karna di rekomendasiin sama temen. Rempong si makenya cuma mau habisin komedo make 3 step, tapi hasilnya bagus kok. Harganya juga terjangkau, imut-imut gitu modelnya hehehe......................",1,1,1,0
1016,pore pack ini ada tiga stap. emang agak sedikit rempong sih harus 3x pake dalam 1 pemakaian. tapi menurut aku lumayan lah bisa angkat komedo. dan harganya juga pas di kantong. terus hasil yang didapat itu puas.,0,0,1,0
1017,"Beda dengan pore pack biasa, kit ini punya 3 step, membuka pori-pori, mengangkat komedo, dan menenangkan kulit setelahnya, jadi tidak ada rasa perih setelah mengangkat komedo. Lumayan efektif mengangkat komedo di hidung saya. Love!",0,0,1,0
1018,Harus sabar pemakaiannya lama.. mengangkat komedo banyak putih2 dan hitam2.. harganya mahal 😅😅.. bisa beli byk merk lain.. wkwkw.. ya d sini ada buat membuka dan menutup pori2.. Sekali2 boleh lah pakai ini.. kalau dua kali kapan2.. ehehe..,-1,0,1,0
1019,"Masker peel off yang bisa mengangkat komedo gt, kaya pore pack. Ditunggu beberapa menit lalu akan mengeras sendiri, lalu tinggal di peel off. Lumayan mengangkat komedo sih, tp ga sebersih itu juga. Packagingnya okelah kecil, harganya jg ga terlalu mahal.",1,1,1,0
1021,"Awalnya pas pertama kali beli gak ngerti cara pakainya tapi lama kelamaan pas udah tau cara pakainya, ini itu bagus kok dia angkat blackhead banget dan cukup gampang dipakainya. Dan enaknya thefaceshop sdh byk counternya diindonesia. Tapi dlu beli ini dios sih",0,0,1,0
1022,"Pakai ini tidak berefek di saya, komedo hanya 1 or 2 sj yg terangkat. Menunggu keringnya jg lama. Buang2 waktu. Waktu diangkat jg terasa sakit. Bikin merah-merah dihidung beberapa waktu kemudian. Hanya 3x pakai kemudian dihinahkan ke sodara",0,0,-1,0
1023,jujur bingung make ini gak berasa komedo bersih atau apa. cuma ngerasa kulit di hidung lebih lembut aja kayanya ngankat sel - sel kulit mati aja sih tapi komedo gak keangkat sama sekali. Repurchase? NO,0,0,-1,0
1024,"wanginya lembut,dan ada butiran scrubnya. Jadi diamkan 10-15menit,lalu scrub secara perlahan dengan sedikit air. Hasilnya bagian hidung menjadi lebih halus,dan aku langsung menggunakan pore pack,komedo semakin terangkat.",0,0,1,1
1025,"Sebenarnya aku bingung sama produk ini, aku beli karena pernah liat review komedonya sampe kelihatan gitu bisa cabut2 setelah menggunakan produk ini. Selain masker ini keringnya lama, dia gak bekerja sespesial review yang aku nonton.",0,0,-1,0
1026,"setiap habis pakai ini hidung rasanya jadi licinnn dan bersih tanpa komedo, punya aroma yang harum dan teksturnya sedikit kasar, jadi komedo dihidung rasanya bener bener kaya disapu haha lumayan ampuh sih buat blackhead ku",0,0,1,1
1027,"Gak ngaruh apa2 sumpah. Step 1 nya cuma kyk essence encer2 gt trs wanginya terlalu nyengat. Step 2nya cuma ngangkat komedo yg kecil, jd terpaksa aku pencet sendiri pake jari. Step ke3nya sama aja kyk step ke2, bedanya cuma lebih kentel dikit.",0,0,-1,-1
1028,memurut aku dengan harga segitu kurang memuaskan banget di aku . karna ini tuh sama sekali ga ngangkat komedo . mending beli produk lokal aja deh . udah murah lebih memuaskan dan gampang dicari . hehe,-1,0,-1,0
1029,Salah satu porepack yg bener” ngefek dan bener” angkat komedo aku. Harganya juga relatif murah dengan segitu ngefeknya totally worth it deh! Patut di coba karena bener” ngangkat komedo se-efektif itu 🥰❤️,1,0,1,0
1030,"liat review banyak yang make. pas diskon langsung gas aja beli. dan emang semantul itu, bersihkan wajah, kesat tapi gak bikin kering. baunya gak terlalu mengganggu sih. awet lama sekali 1 botol dipake beberapa orang bisa dipake berbulan bulan",0,0,1,1
1031,"Ini hype banget sampe sempet susah banget ditemuin dan harganya melejit jauh banget. Akhirnya aku nemu di Watson dan setelah aku coba, di aku biasa aja. Jerawat enggak kempes, biasa aja. Nggak ngaruh apa-apa di muka aku",-1,0,-1,0
1032,love hate sih but lebih banyak love nya yg klaimnya merawat kulit berjerawat tp dia yg bisa bgtt instan ngilangin bruntusan aku satu malem dan ngehalusin parah bgt kan ya. hate nya kadang dia numbuhin jerawat kadang dia yg ilangin bingung jd nya sama dia,0,0,1,0
1033,"my first clay mask ever dan udah repurchase sampe 3x karna emang berdampak sama pori-poriku yang menganga ini:"" efeknya setelah dibilas bikin wajar cerah, bersih dan pori-pori tampak mengecil karna deep cleanse dari maskernya ini",0,0,1,0
1034,"baru skali pake si dan belum ngefek apa2 juga di wajah, pas pertama kali pake katanya bakal cekit2 gitu, cuma waktu di kulitku ga ada si mungkin saking badaknya jd ga ngerasa apa2. cuma minyak jadi berkurang di daerah t zone dan ga susah dibilasnya",0,0,-1,0
1035,ga ngaruh apa apa sih karena baru sekali pake klaimnnya bisa mengurangi minyak mengecilkan pori pori dan menghilangkan komedo belum tau itu beneran bisa atau engga tapi sejauh ini pake itu ga nimbulin jerawat dan abis pake berasa alus bersih gtt mukanya,0,0,-1,0
1036,"Reallyy!!! Ini masker kesayangan sih ahahaha, sebagus ituuu klo abis make ini tuhh ngerasa kulit bersihhh kenyal trs kaya cerah aja gitu hahaha mungkin perasaan sih, tapi ini tuh sebaguss itu!! Pake dikit udh cukup kok jadi irit banget gitu pokoknya suka!!",0,0,1,0
1037,"maskernya enak bgt ad sensasi dinginnya juga, cocok buat ngecilin pori2 dan bikin bekas jerawat cepat hilang jg, kalo aku pake 3 hari sekali klo abis heavy makeup. untuk muka berminyak boleh bgt coba jajalin krn dia ngurangin minyak jg",0,0,1,0
1038,Aku mencoba produk ini dari sachet2 yang 5ml itu hasilnya emang di muka kayak pakai lumpur hehe diaplikasiin dikit dia udah item yayalah charcoal. Main effectnya dia kan detoxifying emang bener besoknya langsung jerawat keluar semua,0,0,-1,0
1039,"sejujurnya suka bgt sama masker ini, wangi mintnya nyejukin bgt. sayangnya butiran charcoalnya terlalu besar menurutku. hasilnya cukup memuaskan di aku, cuman emang takes time si buat dapet hasilnya. recomended buat yg kulitnya berminyak, acne, dan agak sensitif",0,0,1,1
1040,"Untuk kulitku yang super sensitive, acne prone dan punya fungal acne product ini cocoook banget di kulitku & bekerja sempurna! Walaupun texturenya agak harsh tapi langsung calming kulitku saat fungal acne lagi membandel, reccomended🌞",0,0,1,0
1041,"Masker ini sensasinya bikin gatel & ketarik bgt. Di aku hasilnya b aja, ga bikin jerawat kempes tapi ya ga bikin breakout juga si. Cuma bikin cerah sesaat & muka agak bersihan(??) agak nyesel beli yg gede wkwk🙂 tapi masih bisa di pake karena gamau rugi jadi yauda lah.",0,0,0,0
1042,Beli ini langsung di official store nya di UK. Masker ini enak banget buat ngebersihin wajah setelah dipakai wajah jadi fresh banget. Tapi sayangnya aku gak rajin maskeran jadi masih sisa banyak keburu expired karna organik juga kan maskernya jadi cepet expired,0,0,1,0
1043,"udah lama pake, baru inget tulis review. beli pas ke jepang di storenya. kulitku sensitif dan biasanya pedes pakai sheet mask, pakai masker cream begini lebih cocok dan ga ada rasa burning or tingling. aku simpan dikulkas supaya pas pake berasa dingin mint enak banget.",0,0,1,0
1044,pake ini share in jar dan udah tau kalo ini produk suppperr good and works on my skin. bau nya super seger minty gitu dan mengexfoliasi kulit dengan baik dan ga macem2. setelah pake ini kulit wajah jadi superrr duperr mega teta lembut bangettt dan superrrr segerrr,0,0,1,1
1046,"Beli di Mustafa Singapore, Bagus baget buat deep clean mask karena sekalian buat detox dan dia mud mask tapi suka kemasan freeman karena simple ga perlu terlalu belepotan sana sini untuk aplikasikannya.",0,1,1,0
1047,ini masker lumayan bagus menurut aku. isinya banyak banget. pas dipake mata kayak agak perih2 gitu tapi cuma bentar doang. efeknya mencerahkan wajah dan buat wajah jadi bersih tapi tetep terasa lembut.,0,0,1,0
1048,Pake ini udah 2 tahun dan emang ngebersihin muka banget kalo muka lagi kusam dan berasa bersih dan putihan abis pake ini masker.. pemakaian jangka panjang bikin muka tambah bersih..harganya murah dan abis nya lama bgt.. harus banget coba!,1,0,1,0
1049,"sayang seribu sayang, yang namananya claymask ya efeknya gitu aja. bikin bersih aja, ga ngefek di komedo ataupun jerawat. jadi jarang pakai deh. tapi seneng sih freeman dah masuk indonesia, murah pula",1,0,-1,0
1050,Pertama kali pakai enak di wajah trus klo kering maskerny nggk kayak ovale kdng jatuh jatuh hehe ini bsa nyerahin tpi hrus rutin klo mau nyerahin bngt trus klo ntuk ngelembabin di wajah ak nggk ad pngrh apa apa tp ttp worth it,0,0,1,0
1051,"ini produk bagus banget buat mencerahkan , dia bisa sedikit menyamarkan noda di kulit . habis pakai ini tuh kulit jadi halus gitu . tapi kalo buat melembabkan aku ga ngerasain sih . ga bikin kering di kulit juga dia . bagus banget deh :)",0,0,1,0
1052,"Produk yang selalu rutin dipake seminggu sekali sejak zaman kuliah dulu. Efektif sekali untuk menghaluskan kulit wajah dan mencerahkan. Dipakai setelah peeling. Kalohabis maskeran, enak sekali megang wajah. Halus.",0,0,1,0
1053,"pake ini ngga bikin muka kenapa2 malah dia bisa mencerahkan, gampang di cari harganya juga affordable, melembabkan? ngga juga, teksturnya halus gampang di apply, baunya biasa aja ga strong, ga bikin muka ketarik overall bagus2 aja produk ini",1,0,1,1
1054,"seperti clay mask pada umumnya, tidak ada yang spesial, buat aku yang bosenan ga cukup menarik aku untuk terus pake ini, tapi ga tau juga gimana kalo makenya rutin, aku selingin sama masker lain juga soalnya, dan setelah abis pun ga repurchase",0,0,-1,0
1055,Pertama liat masker ini penasaran ajh.. pas di pakek muka lgsung cerah gitu. Enak banget. Harum bengkoang Dimuka gak nimbulin breakout.. jdi cuma nyerahin aj.. sukaaaa tpi kadang sering mager mau makek.. 😁..,0,0,1,0
1056,"Claimnya bisa bantu buat jerawat, eh ternyata malah sebaliknya di kulitku😓, habis pake ini pasti langsung muncul jerawat yang gede huhu. Jujur pas dipake enak banget padahal dingin gitu di muka... Wanginya juga seger banget tp ya apadaya muka aku ga cocok pake ini..",0,0,-1,1
1057,"masker ini memang bagus buat menghilangkan minyak di wajah, tapi entah kenapa masker ini kalo aku pake ke seluruh wajah aku, besoknya langsung tumbuh jerawat gede merah gitu. jadinya aku nggak berani pake lagi, padahal isinya masih banyak banget.",0,0,0,0
1058,"Sama seperti mud mask lainnya, bagus banget buat persiapan sebelum pakai pore stripes. Komedo jadi maksimal bangett. Terus di kulit senstif aku juga gak bikin perih tapi bikin segar karena cooling sensationnya.",0,0,1,0
1059,"Untuk oily skin ok bgt,aku pake ini untuk t-zone aku karena muka aku kombinasi,produksi minyak cukup ke kontrol jd bagus bgt tapi balik lg sayangnya freeman ini alcoholnya lumayan :( ✌🏻✌🏻✌🏻✌🏻jd gak rekomen untuk sensitif skin huhuhuhu 😭😭😭😭😭😭😭😭",0,0,1,0
1060,kemasan sachet tp isinya banyak bgt bisa berapa kali pemakaian wangi green teanya enak bgt ada sensasi hangatnya pas di pakai diwajah paling berasa hangatnya pas dibagian hidung setelah 10 menit dibersihkan wajah terasa lembut dan cerah.,0,0,1,1
1061,"sesachet bisa dipakai berulang-ulang kali loh , bisa sampai 6kali pakai, warnanya hijau lumut, mudah dibaurkan , ada sensasi leleh pas sudah nempel ke muka dan ada rasa hangat juga. nyaman kok bukan yang panas gitu",0,0,1,0
1062,"Salah satu varian favorit aku di kategori masker garnier. Clay mask tapi sama sekali ngga bikin kering. Ada sensasi anget angetnya gitu, jadi ngerasa claynya lagi bekerja di wajah. Buat efek mencerahkan sih ngga ada di aku, tapi efek bersih lembab sih ada yah😁",0,0,1,0
1063,Terasa panas. Banyak juga review yang bilang hal yang sama setelah kubaca. Katanya sih memang itu efeknya tapi karena kulitku sensitive aku jadi takut dan belum apa-apa udah kulepas aja huhu takut breakout mukaku.,0,0,-1,0
1064,"Baguuuuss banget, karena begitu dipakai efek brightening nya langsung kelihataan dan untuk pemakaian jangka panjang ini bisa buat pori - pori mengecil dan memperhalus tekstur permukaan kulit, super recommended product sih kalau buat aku, jadi you must try it 😁",0,0,1,0
1065,"dikasih sebagai kado ultah dari cowokku, sepaket sm whitening pore serum&cream ituhh. mantep bgt ini masker buat narik minyak dan efek dinginnya itu nyegerin banget! berasa bersih dan cerahin abis pakenya",0,0,1,0
1066,"Lumayann baguss ihh diaa di akuu tapii klo make tuh pas udah beberapa menitt pastii ada efek2 basah gituu di muka kaya adaa air yg kluarr jadi maskernya engga kering2 bangett😂gatauu itu apaaa wkwk, tapi overall bagus sii pas abis make ini muka jadi alusan",0,0,1,0
1067,"pake ini karena lg tergila gila sama produk yg berbau lemon, pas nemu ini jd penasaran dan pas dipake rada panas gitu di muka untungnya ga kenapa2 si dan sedikit cerahan. enaknya masker ini itu peel jd gausah bilas pake banyak air",0,0,1,1
1068,aku lumayan suka dengan produk ini. setelah pemakaian pertama kulitku makin cerah. kelihatan perubahannya walau dalam pemakaian pertama. aroma lemonnya juga cukup kuat. untuk yang fokus mencerahkan wajah mungkin bisa coba produk ini,0,0,1,1
1069,"Di kulitku yang super duper kering dan sensitif dia berasa panas gitu abis dipake, kayanya aku deh yang ga cocok sama kandungan lemonnya. Bukan produknya yang jelek, lebih bagus buat oily skin sepertinya.",0,0,-1,0
1070,"teksturnya gel warna kuning transparan gitu, isinya gak terlalu banyak wanginya juga gak terlalu mengganggu, kalau fungsinya di aku sih sejauh ini biasa aja ya karna dia peel-off, ngasih efek menyegarkan aja sih sejauh ini",0,0,1,1
1071,"Emang bukan pemakai masker rutin sih, ini jg beli iseng pas ke minimart hehe pas dipakeeee.. Woylaaah wangi nya ganggu bgt, nyengat bgt kyk parfum cowo.. tp ya murce sih, boleh lah buat yg baru2 nyoba maskeran. Sudahlah balik ke fre*man saja aku. repurchase? No.",1,0,-1,-1
1072,ini menurutku mencerahkan banget sih sekali pakai. terus enaknya juga mudah dicari karena ada di mini market kan. untuk harganya juga ga mahal. cuma suka lengket di anak rambutku:( Overall bagusss krn bener2 kalo kalian mau cerahan bisa coba pake ini,-1,0,1,0
1073,"untuk kulit wajah aku yang kering sensitif, mud mask ini ampuh buat masalah jerawat, seperti membantu cepat kering dan kempes, namun cukup bikin kulit muka aku kering, tapi emang bagus sih masker jafra ini",0,0,1,0
1074,"Ini mantap sih, kalo numbuh jerawat pake masker ini auto kempes. Pas di pake ada sedikit cekit cekit di area yang bermasalah. Pake ini 2x seminggu, bikin kulit cerah pas udah pake masker ini. Tapi masih ada fragrance sama alcohol jadi buat kulit sensitif harus hati2",0,0,1,0
1075,"ini baguss banget bisa ngempesin atau ngeringin jerawat , aku pake kalo ada jerawat yang mau tumbuh terus di totolin ini eh langsung ga jadi dong munculnyaa , tapi aku kurang suka baunya selebihnya sih oke aja",0,0,1,-1
1076,"Ada bau alkoholnya kenceng banget, dan pas diaplikasiin rasanya panas. Di kulitku ga ngaruh apa2, melembabkan juga ga terlalu. Muka cuma terasa lebih seger aja setelah dibilas. Won't repurchase, mending nyoba masker lain.",0,0,-1,-1
1078,tekstur scrubnya cukup besar2 dan kasar. jadi cukup baik dalam mengikis kulit mati tapi dikulit aku dia terlalu kasar. aku juga ngerasa fragrance di dalamnya cukup kuat sehingga kurang nyaman saat aku diamkan jadi masker. aku juga jarang pakai karena takut over exfo.,0,0,1,0
1079,"Suka produk ini karna kalau habis dipakai tu kerasa banget ngedetoks muka. Ada efek 'hangat' gitu ketika produk dipakein ke muka. Tapi kalo saran aku, jangan pake keseringan. Mungkin 1 kali aja seminggu karna scrub nya besar-besar banget.",0,0,1,0
1080,"Awalnya pake masker ini enak buat ngescrub muka. Tapi lama kelamaan dipake kayak panas gitu mukanya. Trus tekstur butiran scrubnya lumayan besar dan kasar. Jadinya gak berani pake sering-serig. Aromanya enak sih. Repurchase, sepertinya tidak.",0,0,1,1
1081,Parah bagus banget sih ini. Pas di scrub di muka tuh enak rasanya anget2 gitu. Sekali scrub emang langsung berasa. Dipake seminggu 3x pun aman karena dia ada ga terlalu bikin kering. Bakal repurchase lagi sih kalau udh abis ehehe,0,0,1,0
1082,"KALO KALIAN MAU CERAHIN MUKA MASKER ini recommended banget sih, yang disayangkan itu harga nya cukup mahal ya, tapi ada harga ada kualitas ko 😁✌️waktu sedang memakai si masker ini rasanya agak panas gitu mungkin karena gingseng nya kali ya, pokoknya recomended👍",-1,0,1,0
1083,"ini masker aku udah repurchase 2x saking bagusnya. Bener2 muka sama tangan jadi putihan muka pake ini. Bikin jarang ada jerawat juga, lembab, cerah aduh bener2 secinta itu sama masker iniiii mnrut aku malah bagusan ini dibanding himalayan",0,0,1,0
1084,"imo ini bagus sih. bikin kulit cerah seketika, cocok buat ngedate dan muka lg gak beres. aku lebih suka ini drpd himalyan charcoal karena bikin kulit kering dn agak ketarik, tapi ini ngga jd cerah (bukan putih) dan ngelembabin wajah, ga kering ato apa 👍👍👍",0,0,1,0
1085,"Aku pakenya seminggu sekali kadang kalo muka ku rada capek atau kusam aku pake 2 kali seminggu. setelah pake ini rasanya muka aku cerahan dan lembut gitu. rekomen deh pokoknya, apalagi kalo yg muka nya agak kusan. Langsung keliatan hasilnya.",0,0,1,0
1086,kemarin itu belinya sih gara-gara diskon yang versi sachetan. menurutku sih ini teksturnya lebih clay mask sih dan seperti ada butir-butiran kecil gitu. pas dipake enak banget ada cooling sensationnya dan terasa adem. setelah pemakaian kulit sih terasa cerahan sih.,0,0,1,0
1087,"masker ini aku pake kalo kulit aku lagi kusam, masker nya pas di apply kaya ada sensasi cooling gitu wangi nya juga enakkk. tapi sayang kalo di aku bikin kering banget jadi habis pake masker wajib apply product yg ngehydrate biar wajah tetep lembab",0,0,1,1
1088,"ini tuh masker pertama ysng aku cobain saat smp dan aku ga nyesel, hasilnya nyata, sayangnya aku pemalas dan ga suka keribetan masker bubuk sachet gini akhirnya aku cobain deh ganti yang tube, tapi ternyata rasanya beda, entahlah lebih suka aja yang ini",0,0,1,0
1089,"Aku pakai masker ini rutin tiga kali seminggu dengan dicampur Nacific jeju essence, hasilnya bagus banget kulit jadi cerah dan plump. Namanya skincare harus rutin untuk lihat hasilnya berhasil atau tidak.",0,0,1,0
1090,"Masker khusus jerawat tapi juga ngefek buat ngebersihin pori-pori. Setelah pakai ini kulit rasanya bersih dan melembabkan. Untuk jerawat sendiri, produk ini emang membantu buat mengecilkan jerawat biar engga tambah parah. Wanginya buat aku gak ganggu sih.",0,0,1,1
1091,"aku make ini seminggu sekali jujur aku kurang suka sama baunya kaya mirip bau cat gitu, untuk efeknya belum pengaruh sama aku sih. ini masih ada barangkali ada yang mau ambil aja dom ungaran, kab.semarang",0,0,-1,-1
1092,ini waktu aku sd kls 6 dlu pake ini bener bener work ngontrol minyak di wajah aku jadi cocok bngt buat yg oily gty mukanya sama ccok buat jerawat pokoknya suka sama produk ini dulu rec bngt pokoknyaaa,0,0,1,0
1093,"Dulu beli ini krn liat di Alfamart sm Indomaret pas belanja bulanan. pas dicobain gaada ngefek apa apa komedo juga ga keangkat,mnrt ku lebih bagusan Naturgo si dr pd ini,texture nya lebih lembek dan wanginya lumayan ganggu di aku.",0,0,-1,-1
1094,"Aku pake ini buat di daerah hidung atau daerah T aja. Khususnya buat angkat komedo haha. Cukup angkat komedo sih, lebih tepatnya komedo putih. Kalo komedo hitam kurang nampol. Ga ada efek negatif selama pake ini. Nunggu keringnya agak lama.",0,0,-1,0
1095,"Eemm.. honestly aku ngga ada masalah sama mud mask ini. tp, efeknya ngga ngaruh banget sih. kalau cuma untuk sekedar mengencangkan iya aku akui. cuma kalau untuk komedo harus ekstra seperti nambahin lemon atau nipis sebelum pake didaerah tzone supaya komedo ketarik.",0,0,-1,0
1096,"Masker ini kurang bagus menurutku. Pakai masker ini tuh pas dilepas maskernya masih suka ada sisa sisa nempel di muka walaupun udah kering banget, jadi merasa kurang efektif aja gitu. Kemasannya juga sachet jadi kalau masih sisa ya kebuang karena pasti jadi kering.",0,-1,-1,0
1097,"pake ini coba2 karena dulu cocok pake naturgo hanasui. kesan pertama wanginya mayan. terus keringnya gak lama juga. ngangkat komedo lumayan. cuma yang aku ga suka karena dia ini sachet, ketika aku gak ngehabisin jadinya ga bisa disimpen lagi karena pasti kering",0,-1,1,1
1098,"dengan kesotoyan zaman smp beli ini. Ngangkat komedo ga dapet malah timbul bruntusan. Dan super lengket kaya lem, bau nya pun menyengat :((((. mending b*io** pore pack sekalian. ditarik nya mana susah akibat lengket",0,0,-1,-1
1099,Produk ini tidak bekerja di kulit saya. padahal pada saat pegaplikasian sudah sesuai petunjuk cara pakai. Semoga vienna bisa reformulasi produknya agar bisa bekerja efektif menghilangkan komedo hitam di muka.,0,0,-1,0
1100,"parah sih aku ga cocok sama brand nya atau sama variannya ga ngerti, blm mau suuzon terlalu cepat sih hehe. tapi beneran, aku pake varian ini dan greentea keduanya emg gacocok, ampun deh,pdhl baunya enak dipake juga enak.",0,0,-1,1
1101,"Dulu pertama kali nyoba masker pas jaman sma ya masker ovale lemon ini. Kalau di aku dia bisa bikin calm jerawat aku yang baru mau muncul ataupun yang udah muncul ke permukaan wajah, wanginya seger, setelah di bilas ada efek brighteningnya hehe",0,0,1,-1
1102,"dari semua variasi paling suka yang lemon. karena wanginya seger bangettt, dari dulu ampe sekarang masih make masker ini walaupun di selang-seling sama masker lain. tapi top banget sii murah juga harganya",1,0,1,1
1103,aku ga cocok banget pakai ini muka malah jadi kayak kering dan jadi gampang bruntusan gituuu. gatau kenapa ishh tapi jadi kayak kering dan ga ngefek sama sekali buat brightening. cuma ngerasa kukut jd bermasalah kalau pakai masker ini dan ga akan aku pake lagi,0,0,-1,0
1104,awal aku coba masker ini waktu kelas 9 .bagus bgt masker nya buat kulit aku lebih putih dan wanginya enak bgt harganya juga terjangkau . masker dari oval yang paling aku suka ya oval yang kunyit ini gilaa sih bagus bgt deh pokoknya.,1,0,1,1
1105,"Gak bikin breakout, efek nyerahin dimuka gak terlalu sih, lembut dipakai, scrubnya juga lembut gak bikin iritasi, bersih juga dibuat scrub wajah, cocok buat yg berkulit sensitif 😊 kurangnya harganya trlalu mahal dibanding isi produknya hhhee (dasar pelit ya)",-1,0,1,0
1106,"Peeling mask paling OK so far...seminggu sekali pake ini dan ga bikin kulit kering, peelingnya juga ga kasar banged jd untuk kulit yang suka sensi kaya saya bisa pakai juga. Setelahnya juga ga perlu maskeran krn udah glowing kulit jadinya..",0,0,1,0
1107,"Pake ini biasanya sekalian dengan pake skin game pore armor jadi ini dibagian luar (selain t-zone) karna tzone pake skin game. Kalo udah dicombine gini parah auto kinclong 💫 even tanpa di comboin ini juga works banget kok, kaya langsung cerah aja gitu mukanya.",0,0,1,0
1108,"i like this product, scrubnya lembut gak harsh, ada efek mencerahkannya yg cukup instan, lembab juga, cukup sesuai dg klaim dan harganya, dan sangat worthed buat di coba. gak ada efek negatif yg di tinggalkan, ya cakeplah secakep packagingnya. repurchase ? maybe",0,1,1,0
1110,"Gak usah pake ragu lagi sama cetaphil gentle skin cleanser, meskipun harganya pricey untuk kantong mahasiswa tp worth it banget. Karena emang sebagus Itu terutama buat kulit sensitif kayak aku, cocok banget pake ini🌈😍. Repurches?? Super yesss!!✨🥰",-1,0,1,0
1111,aku make ini karna waktu itu pas jerawat banyak uda hopeless bgt. hehehe. cuma gak ngaruh dimuka ku. repurchase? NOOOOOOOO THANK YOUUUUUUUUUUUUUUUUUUUUUUUUUUUUU 🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎🍎,0,0,-1,0
1112,"fw ini cukup sering aku pake di pagi hari karena gentle banget jadi ngga bikin kulit ketarik atau makin berminyak. andalan aku banget kalo lagi puasa skincare, atau ngerasa kulit lagi beratt banget. cukup ngeredain beruntusan juga karena normalin kondisi muka akuu",0,0,1,0
1113,Menurutku ini salah satu facial wash terbagus karena bisa cocok untuk kulit yang sensitif. Busanya ga banyak dan teksturnya lembut banget. Wajah jadi bersih dan jarang muncul jerawat lagi. Harganya juga worth it karena isinya banyak dan hasilnya ga usah diragukan lagi,0,0,1,0
1114,"big no sama produk ini. malemnya aku pake ini, paginya tumbuh jerawat ada nanahnya . emang si teksturnya enak banget dan gabau fragrance. but sayang sekali ternyata produk ini enggak cocok di kulit aku.",0,0,-1,1
1115,"beli ini karena katanya bagus, tapi pas aku pake gada pengaruh apapun di wajahku dan hbs cuci muka pake cetaphil ini bakal sedikit licin2 di muka. skrg aku jadikan sabun mandi aja karena sayang agak pricey hihi",0,0,-1,0
